award_id,title,authors,year,cleaned_title,extracted_date,date_format,match_status,match_ratio,search_method,matched_title,openalex_work_id,publication_title,publication_year,publication_date,doi,type,language,cited_by_count,is_retracted,metadata_source,authors_count,journal,issn,publisher,volume,issue,pages,oa_status,is_oa,oa_url,best_oa_landing_page_url,best_oa_pdf_url,best_oa_license,best_oa_version,has_any_target_funder,matched_target_funders,matched_target_funder_names,target_funder_match_count,has_target_funder,funding_info,funding_count,award_id_match,award_id_match_type,award_id_match_score,matched_grant_award_id,matched_grant_funder,topics,abstract,matched_authors,matched_authors_count,matched_authors_list,year_match,year_difference
BB/L01923X/1,"Mechanisms of activation of the transcription factor Nrf2 by redox stressors, nutrient cues, and energy status and the pathways through which it attenuates degenerative disease",Lauren E. Tebay; Holly Robertson; Stephen T. Durant; Steven Vitale; T.M. Penning; Albena T. Dinkova‐Kostova; John D. Hayes,2015,mechanisms of activation of the transcription factor nrf2 by redox stressors nutrient cues and energy status and the pathways through which it attenuates degenerative disease,,,matched,100,cleaned_title,"Mechanisms of activation of the transcription factor Nrf2 by redox stressors, nutrient cues, and energy status and the pathways through which it attenuates degenerative disease",https://openalex.org/W1421415727,"Mechanisms of activation of the transcription factor Nrf2 by redox stressors, nutrient cues, and energy status and the pathways through which it attenuates degenerative disease",2015,2015-06-30,https://doi.org/10.1016/j.freeradbiomed.2015.06.021,review,en,759,False,openalex,7,Free Radical Biology and Medicine,0891-5849,Elsevier BV,,,,green,True,https://europepmc.org/articles/pmc4659505?pdf=render,https://europepmc.org/articles/pmc4659505,https://europepmc.org/articles/pmc4659505?pdf=render,,acceptedVersion,True,https://openalex.org/F4320334629; https://openalex.org/F4320334626,Biotechnology and Biological Sciences Research Council; Medical Research Council,2,True,Cancer Research UK: C4909/A13786; Medical Research Council: MR/J001465/1; Biotechnology and Biological Sciences Research Council: P30-ES013508; Biotechnology and Biological Sciences Research Council: BB/L01923X/1,4,True,exact,100,BB/L01923X/1,Biotechnology and Biological Sciences Research Council,"Genomics, phytochemicals, and oxidative stress; Glutathione Transferases and Polymorphisms; Coenzyme Q10 studies and effects",,False,0,,True,0
EP/T017899/1,Homogenised governing equations for pre-stressed poroelastic composites,Laura Miller; Salvatore Di Stefano; Alfio Grillo; Raimondo Penta,2023,homogenised governing equations for pre stressed poroelastic composites,,,matched,100,cleaned_title,Homogenised governing equations for pre-stressed poroelastic composites,https://openalex.org/W4385707370,Homogenised governing equations for pre-stressed poroelastic composites,2023,2023-08-09,https://doi.org/10.1007/s00161-023-01247-3,article,en,1,False,openalex,4,Continuum Mechanics and Thermodynamics,0935-1175,Springer Science+Business Media,,,,hybrid,True,https://link.springer.com/content/pdf/10.1007/s00161-023-01247-3.pdf,https://doi.org/10.1007/s00161-023-01247-3,https://link.springer.com/content/pdf/10.1007/s00161-023-01247-3.pdf,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/S030875/1; Engineering and Physical Sciences Research Council: EP/N509668/1; Engineering and Physical Sciences Research Council: EP/T017899/1,3,True,exact,100,EP/T017899/1,Engineering and Physical Sciences Research Council,Composite Material Mechanics; Advanced Mathematical Modeling in Engineering; Numerical methods in engineering,Abstract We propose the governing equations for a pre-stressed poroelastic composite material. The structure that we investigate possesses a porous elastic matrix with embedded elastic subphases with an incompressible Newtonian fluid flowing in the pores. Both the matrix and individual subphases are assumed to be linear elastic and pre-stressed. We are able to apply the asymptotic homogenisation technique by exploiting the length-scale separation that exists between the porescale and the overall size of the material (the macroscale ). We derive the novel macroscale model which describes a poroelastic composite material where the elastic phases possess a pre-stress. We extend the current literature for poroelastic composites by addressing the role of the pre-stresses in the functional form of the new system of derived partial differential equations and its coefficients. The latter are computed by solving appropriate periodic cell differential problems which encode the specific contribution related to the pre-stresses. The model in the first instance is derived in the most general scenario and then specified for a variety of particular cases which are associated with different macroscale behaviour of materials.,False,0,,True,0
EP/J004197/1,Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,Monsuru Adepeju; Gabriel Rosser; Tao Cheng,2016,novel evaluation metrics for sparse spatio temporal point process hotspot predictions,,,matched,100,cleaned_title,Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,https://openalex.org/W2321357844,Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,2016,2016-04-07,https://doi.org/10.1080/13658816.2016.1159684,article,en,70,False,openalex,3,International Journal of Geographical Information Science,1365-8816,Taylor & Francis,,,,hybrid,True,https://doi.org/10.1080/13658816.2016.1159684,https://doi.org/10.1080/13658816.2016.1159684,,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/J004197/1,1,True,exact,100,EP/J004197/1,Engineering and Physical Sciences Research Council,Data-Driven Disease Surveillance; Isotope Analysis in Ecology,"Many physical and sociological processes are represented as discrete events in time and space. These spatio-temporal point processes are often sparse, meaning that they cannot be aggregated and treated with conventional regression models. Models based on the point process framework may be employed instead for prediction purposes. Evaluating the predictive performance of these models poses a unique challenge, as the same sparseness prevents the use of popular measures such as the root mean squared error. Statistical likelihood is a valid alternative, but this does not measure absolute performance and is therefore difficult for practitioners and researchers to interpret. Motivated by this limitation, we develop a practical toolkit of evaluation metrics for spatio-temporal point process predictions. The metrics are based around the concept of hotspots, which represent areas of high point density. In addition to measuring predictive accuracy, our evaluation toolkit considers broader aspects of predictive performance, including a characterisation of the spatial and temporal distributions of predicted hotspots and a comparison of the complementarity of different prediction methods. We demonstrate the application of our evaluation metrics using a case study of crime prediction, comparing four varied prediction methods using crime data from two different locations and multiple crime types. The results highlight a previously unseen interplay between predictive accuracy and spatio-temporal dispersion of predicted hotspots. The new evaluation framework may be applied to compare multiple prediction methods in a variety of scenarios, yielding valuable new insight into the predictive performance of point process-based prediction.",False,0,,True,0
EP/P001440/1,Nanoextraction Coupled to Liquid Chromatography Mass Spectrometry Delivers Improved Spatially Resolved Analysis.,Holly-May Lewis; R.P. Webb; Guido F. Verbeck; Josephine Bunch; Janella de Jesus; Catia Costa; Vladimir Palitsin; John G. Swales; Richard J. A. Goodwin; Patrick Sears; Melanie J. Bailey,2019,nanoextraction coupled to liquid chromatography mass spectrometry delivers improved spatially resolved analysis,,,matched,100,cleaned_title,Nanoextraction Coupled to Liquid Chromatography Mass Spectrometry Delivers Improved Spatially Resolved Analysis,https://openalex.org/W2990356034,Nanoextraction Coupled to Liquid Chromatography Mass Spectrometry Delivers Improved Spatially Resolved Analysis,2019,2019-11-20,https://doi.org/10.1021/acs.analchem.9b02821,article,en,5,False,openalex,11,Analytical Chemistry,0003-2700,American Chemical Society,,,,hybrid,True,https://pubs.acs.org/doi/pdf/10.1021/acs.analchem.9b02821,https://doi.org/10.1021/acs.analchem.9b02821,https://pubs.acs.org/doi/pdf/10.1021/acs.analchem.9b02821,publisher-specific-oa,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Research Councils UK: EP/R513350/1; Engineering and Physical Sciences Research Council: EP/P001440/1; Engineering and Physical Sciences Research Council: EP/R031118/1,3,True,exact,100,EP/P001440/1,Engineering and Physical Sciences Research Council,Mass Spectrometry Techniques and Applications; Analytical Chemistry and Chromatography; Ion-surface interactions and analysis,"Direct analyte-probed nanoextraction (DAPNe) is a technique that allows extraction of drug and endogenous compounds from a discrete location on a tissue sample using a nano capillary filled with solvent. Samples can be extracted from spot diameters as low as 6 μm. Studies previously undertaken by our group have shown that the technique can provide good precision (5%) for analyzing drug molecules in 150 μm diameter areas of homogenized tissue, provided an internal standard is sprayed on to the tissue prior to analysis. However, without an isotopically labeled standard, the repeatability is poor, even after normalization to the spot area or matrix compounds. By application to tissue homogenates spiked with drug compounds, we can demonstrate that it is possible to significantly improve the repeatability of the technique by incorporating a liquid chromatography separation step. Liquid chromatography is a technique for separating compounds prior to mass spectrometry (LC-MS) which enables separation of isomeric compounds that cannot be discriminated using mass spectrometry alone, as well as reducing matrix interferences. Conventionally, LC-MS is carried out on bulk or homogenized samples, which means analysis is essentially an average of the sample and does not take into account discrete areas. This work opens a new opportunity for spatially resolved liquid chromatography mass spectrometry with precision better than 20%.",False,0,,True,0
EP/G060649/1,Emerging Two-Dimensional Crystallization of Cucurbit[8]uril Complexes: From Supramolecular Polymers to Nanofibers.,Jesús del Barrio; Ji Liu; Ryan A. Brady; Cindy Soo Yun Tan; Stefano Chiodini; Maria Ricci; Rafael Fernández-Leiro; Ching‐Ju Tsai; Panagiota Vasileiadi; Lorenzo Di Michele; D. Lairez; Chris Toprakcioglu; Oren A. Scherman,2019,emerging two dimensional crystallization of cucurbit 8 uril complexes,,,matched,100,cleaned_title,Emerging Two-Dimensional Crystallization of Cucurbit[8]uril Complexes: From Supramolecular Polymers to Nanofibers,https://openalex.org/W2969726910,Emerging Two-Dimensional Crystallization of Cucurbit[8]uril Complexes: From Supramolecular Polymers to Nanofibers,2019,2019-08-19,https://doi.org/10.1021/jacs.9b07506,article,en,36,False,openalex,13,Journal of the American Chemical Society,0002-7863,American Chemical Society,,,,hybrid,True,https://pubs.acs.org/doi/pdf/10.1021/jacs.9b07506,https://doi.org/10.1021/jacs.9b07506,https://pubs.acs.org/doi/pdf/10.1021/jacs.9b07506,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Royal Society: UF160152; Ministerio de Economía y Competitividad: RYC-2015-18471; Ministerio de Economía y Competitividad: CTQ2017-84087; Engineering and Physical Sciences Research Council: EP/G060649/1; Engineering and Physical Sciences Research Council: EP/L015978/1; European Regional Development Fund: CTQ2017-84087; European Social Fund; H2020 European Research Council: 240629,8,True,exact,100,EP/G060649/1,Engineering and Physical Sciences Research Council,Supramolecular Chemistry and Complexes; Luminescence and Fluorescent Materials; Supramolecular Self-Assembly in Materials,"The binding of imidazolium salts to cucurbit[8]uril, CB[8], triggers a stepwise self-assembly process with semiflexible polymer chains and crystalline nanostructures as early- and late-stage species, respectively. In such a process, which involves the crystallization of the host–guest complexes, the guest plays a critical role in directing self-assembly toward desirable morphologies. These include platelet-like aggregates and two-dimensional (2D) fibers, which, moreover, exhibit viscoelastic and lyotropic properties. Our observations provide a deeper understanding of the self-assembly of CB[8] complexes, with fundamental implications in the design of functional 2D systems and crystalline materials.",False,0,,True,0
EP/P024904/1,Ferroelectric switching and scale invariant avalanches in BaTi O 3,Salje E,2019,ferroelectric switching and scale invariant avalanches in bati o 3,,,no_match,0,,,,,,,,,,,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE/S010866/2,Horizontal transfers between fungal Fusarium species contributed to successive outbreaks of coffee wilt disease.,Lily D. Peck; Theo Llewellyn; Bastien Bennetot; Samuel O’Donnell; Reuben W. Nowell; Matthew J. Ryan; J. Flood; Ricardo C. Rodŕıguez de la Vega; Jeanne Ropars; Tatiana Giraud; Pietro D. Spanu; Timothy G. Barraclough,2024,horizontal transfers between fungal fusarium species contributed to successive outbreaks of coffee wilt disease,,,matched,100,cleaned_title,Horizontal transfers between fungal Fusarium species contributed to successive outbreaks of coffee wilt disease,https://openalex.org/W4405045444,Horizontal transfers between fungal Fusarium species contributed to successive outbreaks of coffee wilt disease,2024,2024-12-05,https://doi.org/10.1371/journal.pbio.3002480,article,en,6,False,openalex,12,PLoS Biology,1544-9173,Public Library of Science,,,,gold,True,https://doi.org/10.1371/journal.pbio.3002480,https://doi.org/10.1371/journal.pbio.3002480,,cc-by,publishedVersion,True,https://openalex.org/F4320334631,Natural Environment Research Council,1,True,Natural Environment Research Council: NE/S010866/1,1,True,fuzzy,92,NE/S010866/1,Natural Environment Research Council,Plant Pathogens and Fungal Diseases; Plant and Fungal Interactions Research; Plant-Microbe Interactions and Immunity,"Outbreaks of fungal diseases have devastated plants and animals throughout history. Over the past century, the repeated emergence of coffee wilt disease caused by the fungal pathogen Fusarium xylarioides severely impacted coffee production across sub-Saharan Africa. To improve the disease management of such pathogens, it is crucial to understand their genetic structure and evolutionary potential. We compared the genomes of 13 historic strains spanning 6 decades and multiple disease outbreaks to investigate population structure and host specialisation. We found that F . xylarioides comprised at least 4 distinct lineages: 1 host-specific to Coffea arabica , 1 to C . canephora var. robusta, and 2 historic lineages isolated from various Coffea species. The presence/absence of large genomic regions across populations, the higher genetic similarities of these regions between species than expected based on genome-wide divergence and their locations in different loci in genomes across populations showed that horizontal transfers of effector genes from members of the F . oxysporum species complex contributed to host specificity. Multiple transfers into F . xylarioides populations matched different parts of the F . oxysporum mobile pathogenicity chromosome and were enriched in effector genes and transposons. Effector genes in this region and other carbohydrate-active enzymes important in the breakdown of plant cell walls were shown by transcriptomics to be highly expressed during infection of C . arabica by the fungal arabica strains. Widespread sharing of specific transposons between F . xylarioides and F . oxysporum , and the correspondence of a putative horizontally transferred regions to a Starship (large mobile element involved in horizontal gene transfers in fungi), reinforce the inference of horizontal transfers and suggest that mobile elements were involved. Our results support the hypothesis that horizontal gene transfers contributed to the repeated emergence of coffee wilt disease.",False,0,,True,0
MR/P018807/1,SNX27-Retromer directly binds ESCPE-1 to transfer cargo proteins during endosomal recycling.,Boris Simonetti; Qian Guo; Manuel Giménez-Andrés; Kai‐En Chen; Edmund R. R. Moody; Ashley J. Evans; Mintu Chandra; Chris M. Danson; Tom A. Williams; Brett M. Collins; Peter J. Cullen,2022,snx27 retromer directly binds escpe 1 to transfer cargo proteins during endosomal recycling,,,matched,100,cleaned_title,SNX27–Retromer directly binds ESCPE-1 to transfer cargo proteins during endosomal recycling,https://openalex.org/W4223926836,SNX27–Retromer directly binds ESCPE-1 to transfer cargo proteins during endosomal recycling,2022,2022-04-13,https://doi.org/10.1371/journal.pbio.3001601,article,en,38,False,openalex,11,PLoS Biology,1544-9173,Public Library of Science,,,,gold,True,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3001601&type=printable,https://doi.org/10.1371/journal.pbio.3001601,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3001601&type=printable,cc-by,publishedVersion,True,https://openalex.org/F4320334626,Medical Research Council,1,True,Wellcome: 220260/Z/20/Z; Lister Institute of Preventive Medicine; Medical Research Council: MR/P018807/1; National Health and Medical Research Council: APP1156493,4,True,exact,100,MR/P018807/1,Medical Research Council,Cellular transport and secretion; Endoplasmic Reticulum Stress and Disease; Lysosomal Storage Disorders Research,"Coat complexes coordinate cargo recognition through cargo adaptors with biogenesis of transport carriers during integral membrane protein trafficking. Here, we combine biochemical, structural, and cellular analyses to establish the mechanistic basis through which SNX27–Retromer, a major endosomal cargo adaptor, couples to the membrane remodeling endosomal SNX-BAR sorting complex for promoting exit 1 (ESCPE-1). In showing that the SNX27 FERM (4.1/ezrin/radixin/moesin) domain directly binds acidic-Asp-Leu-Phe (aDLF) motifs in the SNX1/SNX2 subunits of ESCPE-1, we propose a handover model where SNX27–Retromer captured cargo proteins are transferred into ESCPE-1 transport carriers to promote endosome-to-plasma membrane recycling. By revealing that assembly of the SNX27:Retromer:ESCPE-1 coat evolved in a stepwise manner during early metazoan evolution, likely reflecting the increasing complexity of endosome-to-plasma membrane recycling from the ancestral opisthokont to modern animals, we provide further evidence of the functional diversification of yeast pentameric Retromer in the recycling of hundreds of integral membrane proteins in metazoans.",False,0,,True,0
MR/N024397/1,A Maternal Serum Metabolite Ratio Predicts Large for Gestational Age Infants at Term: A Prospective Cohort Study.,Ulla Sovio; Neil Goulding; Nancy McBride; Emma Cook; Francesca Gaccioli; D. Stephen Charnock‐Jones; Debbie A. Lawlor; Gordon C. S. Smith,2022,a maternal serum metabolite ratio predicts large for gestational age infants at term,,,matched,100,cleaned_title,A Maternal Serum Metabolite Ratio Predicts Large for Gestational Age Infants at Term: A Prospective Cohort Study,https://openalex.org/W4200277549,A Maternal Serum Metabolite Ratio Predicts Large for Gestational Age Infants at Term: A Prospective Cohort Study,2021,2021-11-19,https://doi.org/10.1210/clinem/dgab842,article,en,4,False,openalex,8,The Journal of Clinical Endocrinology & Metabolism,0021-972X,Oxford University Press,,,,hybrid,True,https://academic.oup.com/jcem/article-pdf/107/4/e1588/42994521/dgab842.pdf,https://doi.org/10.1210/clinem/dgab842,https://academic.oup.com/jcem/article-pdf/107/4/e1588/42994521/dgab842.pdf,cc-by,publishedVersion,True,https://openalex.org/F4320334626,Medical Research Council,1,True,Wellcome Trust: WT101597MA; National Institute for Health and Care Research; National Institutes of Health: R01 DK10324; Medical Research Council: MC_UU_00011/6; Medical Research Council: 1100221; Medical Research Council: MR/N024397/1; European Research Council: 669545; NIHR Cambridge Biomedical Research Centre,8,True,exact,100,MR/N024397/1,Medical Research Council,"Pregnancy and preeclampsia studies; Birth, Development, and Health; Gestational Diabetes Research and Management","Abstract Context Excessive birth weight is associated with maternal and neonatal complications. However, ultrasonically estimated large for gestational age (LGA; &amp;gt;90th percentile) predicts these complications poorly. Objective To determine whether a maternal serum metabolite ratio developed for fetal growth restriction (FGR) is predictive of birth weight across the whole range, including LGA at birth. Methods Metabolites were measured using ultrahigh performance liquid chromatography-tandem mass spectroscopy. The 4-metabolite ratio was previously derived from an analysis of FGR cases and a random subcohort from the Pregnancy Outcome Prediction study. Here, we evaluated its relationship at 36 weeks of gestational age (wkGA) with birth weight in the subcohort (n = 281). External validation in the Born in Bradford (BiB) study (n = 2366) used the metabolite ratio at 24 to 28 wkGA. Results The inverse of the metabolite ratio at 36 wkGA predicted LGA at term [the area under the receiver operating characteristic curve (AUROCC) = 0.82, 95% CI 0.73 to 0.91, P = 6.7 × 10−5]. The ratio was also inversely associated with birth weight z score (linear regression, beta = −0.29 SD, P = 2.1 × 10−8). Analysis in the BiB cohort confirmed that the ratio at 24 to 28 wkGA predicted LGA (AUROCC = 0.60, 95% CI 0.54 to 0.67, P = 8.6 × 10−5) and was inversely associated with birth weight z score (beta = −0.12 SD, P = 1.3 × 10−9). Conclusions A metabolite ratio which is strongly predictive of FGR is equally predictive of LGA birth weight and is inversely associated with birth weight across the whole range.",False,0,,True,1
EP/P030831/1,Slot-die coating of perovskite solar cells: An overview,Rahul Patidar; Daniel Burkitt; Katherine Hooper; David Richards; Trystan Watson,2020,slot die coating of perovskite solar cells,,,matched,100,cleaned_title,Slot-die coating of perovskite solar cells: An overview,https://openalex.org/W2995852576,Slot-die coating of perovskite solar cells: An overview,2019,2019-12-12,https://doi.org/10.1016/j.mtcomm.2019.100808,article,en,168,False,openalex,5,Materials Today Communications,2352-4928,Elsevier BV,,,,green,True,https://zenodo.org/records/3667707/files/1-s2.0-S2352492819308414-main.pdf,https://zenodo.org/record/3667707,https://zenodo.org/records/3667707/files/1-s2.0-S2352492819308414-main.pdf,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/N020863/1; Engineering and Physical Sciences Research Council: EP/P030831/1,2,True,exact,100,EP/P030831/1,Engineering and Physical Sciences Research Council,Perovskite Materials and Applications; Chalcogenide Semiconductor Thin Films; Quantum Dots Synthesis And Properties,,False,0,,True,1
EP/M019918/1,Quantitative verification and strategy synthesis for stochastic games,Mária Svoreňová; Marta Kwiatkowska,2016,quantitative verification and strategy synthesis for stochastic games,,,matched,100,cleaned_title,Quantitative verification and strategy synthesis for stochastic games,https://openalex.org/W2356671789,Quantitative verification and strategy synthesis for stochastic games,2016,2016-05-12,https://doi.org/10.1016/j.ejcon.2016.04.009,article,en,51,False,openalex,2,European Journal of Control,0947-3580,Elsevier BV,,,,hybrid,True,https://doi.org/10.1016/j.ejcon.2016.04.009,https://doi.org/10.1016/j.ejcon.2016.04.009,,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/M019918/1; European Research Council,2,True,exact,100,EP/M019918/1,Engineering and Physical Sciences Research Council,Formal Methods in Verification; Software Reliability and Analysis Research; Advanced Software Engineering Methodologies,"Design and control of computer systems that operate in uncertain, competitive or adversarial, environments can be facilitated by formal modelling and analysis. In this paper, we focus on analysis of complex computer systems modelled as turn-based 212-player games, or stochastic games for short, that are able to express both stochastic and non-stochastic uncertainties. We offer a systematic overview of the body of knowledge and algorithmic techniques for verification and strategy synthesis for stochastic games with respect to a broad class of quantitative properties expressible in temporal logic. These include probabilistic linear-time properties, expected total, discounted and average reward properties, and their branching-time extensions and multi-objective combinations. To demonstrate applicability of the framework as well as its practical implementation in a tool called PRISM-games, we describe several case studies that rely on analysis of stochastic games, from areas such as robotics, and networked and distributed systems.",False,0,,True,0
MR/R005982/1,Neutrophilic inflammation in the respiratory mucosa predisposes to RSV infection,Maximillian S. Habibi; Ryan S. Thwaites; Mei‐Ping Chang; Agnieszka Jóźwik; Allan Paras; Freja Kirsebom; Augusto Varese; Amber Owen; Leah Cuthbertson; Phillip James; Tanushree Tunstall; David C. Nickle; Trevor T. Hansel; Miriam F. Moffatt; Cecilia Johansson; Christopher Chiu; Peter Openshaw,2020,neutrophilic inflammation in the respiratory mucosa predisposes to rsv infection,,,matched,100,cleaned_title,Neutrophilic inflammation in the respiratory mucosa predisposes to RSV infection,https://openalex.org/W3092564396,Neutrophilic inflammation in the respiratory mucosa predisposes to RSV infection,2020,2020-10-09,https://doi.org/10.1126/science.aba9301,article,en,153,False,openalex,17,Science,0036-8075,American Association for the Advancement of Science,,,,green,True,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7613218,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7613218,,,acceptedVersion,True,https://openalex.org/F4320334626,Medical Research Council,1,True,Wellcome Trust: 102126/B/13/Z; Horizon 2020 Framework Programme: 116019; Medical Research Council: MR/R005982/1; NIHR Imperial Biomedical Research Centre,4,True,exact,100,MR/R005982/1,Medical Research Council,Respiratory viral infections research; Asthma and respiratory diseases; Pediatric health and respiratory diseases,"The variable outcome of viral exposure is only partially explained by known factors. We administered respiratory syncytial virus (RSV) to 58 volunteers, of whom 57% became infected. Mucosal neutrophil activation before exposure was highly predictive of symptomatic RSV disease. This was associated with a rapid, presymptomatic decline in mucosal interleukin-17A (IL-17A) and other mediators. Conversely, those who resisted infection showed presymptomatic activation of IL-17- and tumor necrosis factor-related pathways. Vulnerability to infection was not associated with baseline microbiome but was reproduced in mice by preinfection chemokine-driven airway recruitment of neutrophils, which caused enhanced disease mediated by pulmonary CD8+ T cell infiltration. Thus, mucosal neutrophilic inflammation at the time of RSV exposure enhances susceptibility, revealing dynamic, time-dependent local immune responses before symptom onset and explaining the as-yet unpredictable outcomes of pathogen exposure.",False,0,,True,0
NE/W007924/1,Western disturbances and climate variability: a review of recent developments,Kieran M. R. Hunt; Jean‐Philippe Baudouin; Andrew G. Turner; A. P. Dimri; Ghulam Jeelani; Rajib Chattopadhyay; Forest Cannon; T. Arulalan; M. S. Shekhar; T. P. Sabin; Eliza Palazzi,2025,western disturbances and climate variability,,,matched,100,cleaned_title,Western disturbances and climate variability: a review of recent developments,https://openalex.org/W4393935142,Western disturbances and climate variability: a review of recent developments,2024,2024-04-04,https://doi.org/10.5194/egusphere-2024-820,review,en,5,False,openalex,11,,,,,,,green,True,https://doi.org/10.5194/egusphere-2024-820,https://doi.org/10.5194/egusphere-2024-820,,cc-by,submittedVersion,True,https://openalex.org/F4320334631,Natural Environment Research Council,1,True,Natural Environment Research Council: NE/W007924/1,1,True,exact,100,NE/W007924/1,Natural Environment Research Council,Cryospheric studies and observations; Climate variability and models; Meteorological Phenomena and Simulations,"Abstract. Western disturbances (WDs) are synoptic-scale weather systems embedded within the subtropical westerly jet. Manifesting as upper-level troughs often associated with a lower-tropospheric low over Western India, they share some dynamical features with extratropical cyclones. WDs are most common during the boreal winter (December to March), during which they bring the majority of precipitation – both rain and snow – to the Western Himalaya, as well as to surrounding areas of north India, Pakistan and the Tibetan Plateau. WDs are also associated with weather hazards such as heavy snowfall, hailstorms, fog, cloudbursts, avalanches, frost, and coldwaves. In this paper, we review the recent understanding and development on WDs. Recent studies have collectively made use of novel data, novel analysis techniques, and the increasing availability of high-resolution weather and climate models. This review is separated into six main sections – structure and thermodynamics, precipitation and impacts, teleconnections, modelling experiments, forecasting at a range of scales, and paleoclimate and climate change – each motivated with a brief discussion of the accomplishments and limitations of previous research. A number of step changes in understanding are synthesised. Use of new modelling frameworks and tracking algorithms has significantly improved knowledge of WD structure and variability, and a more frequentist approach can now be taken. Improved observation systems have helped quantification of water security over the Western Himalaya. Convection-permitting models have improved our understanding of how WDs interact with the Himalayas to trigger natural hazards. Improvements in paleoclimate and future climate modelling experiments have helped to explain how WDs and their impacts over the Himalaya respond to large-scale natural and anthropogenic forcings. We end by summarising unresolved questions and outlining key future WD research topics.",False,0,,True,1
ST/R002371/1,Quantum chaos in supersymmetric quantum mechanics: An exact diagonalization study,P. V. Buividovich,2022,quantum chaos in supersymmetric quantum mechanics,,,matched,100,cleaned_title,Quantum chaos in supersymmetric quantum mechanics: An exact diagonalization study,https://openalex.org/W4289339179,Quantum chaos in supersymmetric quantum mechanics: An exact diagonalization study,2022,2022-08-01,https://doi.org/10.1103/physrevd.106.046001,article,en,12,False,openalex,1,Physical review. D/Physical review. D.,2470-0010,American Physical Society,,,,hybrid,True,http://link.aps.org/pdf/10.1103/PhysRevD.106.046001,https://doi.org/10.1103/physrevd.106.046001,http://link.aps.org/pdf/10.1103/PhysRevD.106.046001,cc-by,publishedVersion,True,https://openalex.org/F4320334632,Science and Technology Facilities Council,1,True,"Department for Business, Energy and Industrial Strategy, UK Government; University of Leicester; Durham University; Science and Technology Facilities Council: ST/K000373/1; Science and Technology Facilities Council: ST/R002371/1; Science and Technology Facilities Council: ST/R000832/1; Science and Technology Facilities Council: ST/R002363/1; Science and Technology Facilities Council: ST/R001014/1; Science and Technology Facilities Council: ST/P002293/1; Science and Technology Facilities Council: ST/S002502/1",10,True,exact,100,ST/R002371/1,Science and Technology Facilities Council,Quantum many-body systems; Black Holes and Theoretical Physics; Quantum chaos and dynamical systems,"We use exact diagonalization to study energy level statistics and out-of-time-order correlators (OTOCs) for the simplest supersymmetric extension ${\stackrel{^}{H}}_{S}={\stackrel{^}{H}}_{B}\ensuremath{\bigotimes}I+{\stackrel{^}{x}}_{1}\ensuremath{\bigotimes}{\ensuremath{\sigma}}_{1}+{\stackrel{^}{x}}_{2}\ensuremath{\bigotimes}{\ensuremath{\sigma}}_{3}$ of the bosonic Hamiltonian ${\stackrel{^}{H}}_{B}={\stackrel{^}{p}}_{1}^{2}+{\stackrel{^}{p}}_{2}^{2}+{\stackrel{^}{x}}_{1}^{2}{\stackrel{^}{x}}_{2}^{2}$. For a long time, this bosonic Hamiltonian was considered one of the simplest systems which exhibit dynamical chaos both classically and quantum-mechanically. Its structure closely resembles that of spatially compactified pure Yang-Mills theory. Correspondingly, the structure of our supersymmetric Hamiltonian is similar to that of spatially compactified supersymmetric Yang-Mills theory, also known as the Banks-Fischler-Shenker-Susskind (BFSS) model. We present numerical evidence that a continuous energy spectrum of the supersymmetric model leads to monotonous growth of OTOCs down to the lowest temperatures, a property that is also expected for the BFSS model from holographic duality. We find that this growth is saturated by low-energy eigenstates with effectively one-dimensional wave functions and a completely nonchaotic energy level distribution. We observe a sharp boundary separating these low-energy states from the bulk of chaotic high-energy states. Our data suggest, although with limited confidence, that at low temperatures the OTOC growth might be exponential over a finite range of time, with the corresponding Lyapunov exponent scaling linearly with temperature. In contrast, the gapped low-energy spectrum of the bosonic Hamiltonian leads to oscillating OTOCs at low temperatures without any signatures of exponential growth. We also find that the OTOCs for the bosonic Hamiltonian are never sufficiently close to the classical Lyapunov distance. On the other hand, the OTOCs for the supersymmetric system agree with the classical limit reasonably well over a finite range of temperatures and evolution times.",False,0,,True,0
